Class;Class_ori;Alcohol;Malic acid;Ash;Alcalinity of ash;Magnesium;Total phenols;Flavanoids;Nonflavanoid phenols;Proanthocyanins;Color intensity;Hue;OD280/OD315 of diluted wines;Proline
1;1;0.478947368421053;0.1699604743083;0.620320855614973;0.371134020618557;0.271739130434783;0.517241379310345;0.428270042194093;0.245283018867925;0.331230283911672;0.226109215017065;0.495934959349594;0.864468864468864;0.52567760342368
1;1;0.531578947368421;0.179841897233202;0.636363636363636;0.381443298969072;0.304347826086957;0.506896551724138;0.440928270042194;0.30188679245283;0.324921135646688;0.253412969283276;0.520325203252033;0.454212454212454;0.589871611982882
1;1;0.531578947368421;0.195652173913043;0.363636363636364;0.0927835051546392;0.239130434782609;0.6;0.618143459915612;0.0754716981132076;0.788643533123028;0.505119453924915;0.520325203252033;0.600732600732601;0.621968616262482
1;1;0.531578947368421;0.203557312252964;0.39572192513369;0.329896907216495;0.402173913043478;0.696551724137931;0.561181434599156;0.283018867924528;0.511041009463722;0.320819112627986;0.32520325203252;0.761904761904762;0.432952924393723
1;1;0.531578947368421;0.258893280632411;0.994652406417112;0.742268041237113;0.58695652173913;0.568965517241379;0.493670886075949;0.641509433962264;0.476340694006309;0.196245733788396;0.528455284552846;0.706959706959707;0.393723252496434
1;1;0.536842105263158;0.150197628458498;0.39572192513369;0.252577319587629;0.304347826086957;0.489655172413793;0.485232067510549;0.283018867924528;0.302839116719243;0.206484641638225;0.569105691056911;0.52014652014652;0.529243937232525
1;1;0.560526315789474;0.320158102766798;0.700534759358289;0.412371134020619;0.33695652173913;0.627586206896552;0.611814345991561;0.320754716981132;0.757097791798107;0.375426621160409;0.447154471544715;0.695970695970696;0.646932952924394
1;1;0.571052631578947;0.205533596837945;0.417112299465241;0.0309278350515464;0.326086956521739;0.575862068965517;0.510548523206751;0.245283018867925;0.274447949526814;0.264505119453925;0.463414634146342;0.78021978021978;0.550641940085592
1;1;0.581578947368421;0.365612648221344;0.807486631016043;0.536082474226804;0.521739130434783;0.627586206896552;0.4957805907173;0.490566037735849;0.444794952681388;0.25938566552901;0.455284552845528;0.608058608058608;0.325962910128388
1;1;0.581578947368421;0.640316205533597;0.497326203208556;0.355670103092784;0.358695652173913;0.572413793103448;0.483122362869198;0.358490566037736;0.394321766561514;0.262798634812287;0.276422764227642;0.633699633699634;0.286733238231098
1;1;0.592105263157895;0.177865612648221;0.79144385026738;0.252577319587629;0.434782608695652;0.558620689655172;0.493670886075949;0.39622641509434;0.299684542586751;0.283276450511945;0.495934959349594;0.553113553113553;0.429386590584879
1;1;0.594736842105263;0.243083003952569;0.705882352941177;0.319587628865979;0.347826086956522;0.696551724137931;0.609704641350211;0.339622641509434;0.394321766561514;0.402730375426621;0.479674796747968;0.575091575091575;0.70756062767475
1;1;0.597368421052632;0.193675889328063;0.417112299465241;0.329896907216495;0.260869565217391;0.489655172413793;0.390295358649789;0.264150943396226;0.296529968454259;0.227815699658703;0.439024390243903;0.549450549450549;0.718259629101284
1;1;0.5;0.604743083003952;0.689839572192513;0.412371134020619;0.347826086956522;0.493103448275862;0.436708860759494;0.226415094339623;0.495268138801262;0.274744027303754;0.447154471544715;0.824175824175824;0.3509272467903
1;1;0.621052631578948;0.203557312252964;0.67379679144385;0.283505154639175;0.25;0.644827586206897;0.548523206751055;0.39622641509434;0.32807570977918;0.300341296928328;0.357723577235772;0.714285714285714;0.654065620542083
1;1;0.626315789473684;0.612648221343874;0.406417112299465;0.422680412371134;0.217391304347826;0.506896551724138;0.493670886075949;0.264150943396226;0.337539432176656;0.255972696245734;0.349593495934959;0.633699633699634;0.539942938659059
1;1;0.644736842105263;0.211462450592885;0.561497326203209;0.510309278350516;0.326086956521739;0.593103448275862;0.556962025316456;0.245283018867925;0.457413249211356;0.325938566552901;0.455284552845528;0.805860805860806;0.457917261055635
1;1;0.652631578947368;0.209486166007905;0.689839572192513;0.43298969072165;0.434782608695652;0.472413793103448;0.462025316455696;0.30188679245283;0.356466876971609;0.249146757679181;0.504065040650407;0.586080586080586;0.582738944365193
1;1;0.65;0.211462450592885;0.668449197860963;0.484536082474227;0.282608695652174;0.53448275862069;0.478902953586498;0.283018867924528;0.394321766561514;0.191126279863481;0.520325203252033;0.934065934065934;0.404422253922967
1;1;0.665789473684211;0.191699604743083;0.508021390374332;0.288659793814433;0.510869565217391;0.748275862068966;0.622362869198312;0.39622641509434;0.608832807570978;0.41382252559727;0.382113821138211;0.772893772893773;0.368758915834522
1;1;0.665789473684211;0.195652173913043;0.588235294117647;0.510309278350516;0.5;0.682758620689655;0.514767932489452;0.132075471698113;0.643533123028391;0.424061433447099;0.40650406504065;0.644688644688645;0.600570613409415
1;1;0.671052631578947;0.181818181818182;0.53475935828877;0.438144329896907;0.391304347826087;0.648275862068966;0.60126582278481;0.169811320754717;0.485804416403786;0.479522184300341;0.495934959349594;0.58974358974359;0.882310984308131
1;1;0.68421052631579;0.211462450592885;0.716577540106952;0.34020618556701;0.456521739130435;0.644827586206897;0.542194092827004;0.320754716981132;0.331230283911672;0.513651877133106;0.650406504065041;0.58974358974359;0.736091298145506
1;1;0.686842105263158;0.466403162055336;0.641711229946524;0.237113402061856;0.5;0.593103448275862;0.567510548523207;0.0754716981132076;0.394321766561514;0.325938566552901;0.390243902439024;0.765567765567766;0.404422253922967
1;1;0.697368421052632;0.215415019762846;0.53475935828877;0.34020618556701;0.369565217391304;0.496551724137931;0.4957805907173;0.547169811320755;0.49211356466877;0.218430034129693;0.609756097560976;0.586080586080586;0.507845934379458
1;1;0.705263157894737;0.221343873517787;0.53475935828877;0.309278350515464;0.33695652173913;0.562068965517241;0.535864978902954;0.264150943396226;0.40378548895899;0.215017064846416;0.51219512195122;1;0.539942938659059
1;1;0.707894736842105;0.136363636363636;0.609625668449198;0.314432989690722;0.41304347826087;0.83448275862069;0.70253164556962;0.113207547169811;0.514195583596215;0.47098976109215;0.333333333333333;0.586080586080586;0.718259629101284
1;1;0.710526315789474;0.150197628458498;0.716577540106952;0.61340206185567;0.33695652173913;0.696551724137931;0.613924050632911;0.30188679245283;0.621451104100946;0.377133105802048;0.577235772357724;0.527472527472527;0.718259629101284
1;1;0.713157894736842;0.183794466403162;0.475935828877005;0.298969072164948;0.521739130434783;0.558620689655172;0.540084388185654;0.150943396226415;0.381703470031546;0.389931740614334;0.357723577235772;0.706959706959707;0.557774607703281
1;1;0.715789473684211;0.195652173913043;0.561497326203209;0.278350515463918;0.206521739130435;0.558620689655172;0.510548523206751;0.30188679245283;0.441640378548896;0.368600682593857;0.544715447154471;0.597069597069597;0.743223965763195
1;1;0.718421052631579;0.156126482213439;0.716577540106952;0.458762886597938;0.673913043478261;0.679310344827586;0.506329113924051;0.69811320754717;0.296529968454259;0.351535836177474;0.626016260162602;0.633699633699634;0.682596291012839
1;1;0.721052631578947;0.229249011857708;0.705882352941177;0.335051546391753;0.489130434782609;0.696551724137931;0.516877637130802;0.490566037735849;0.400630914826498;0.428327645051194;0.528455284552846;0.608058608058608;0.782453637660485
1;1;0.73421052631579;0.199604743083004;0.566844919786096;0.175257731958763;0.445652173913043;1;0.717299578059072;0.358490566037736;0.460567823343849;0.492320819112628;0.430894308943089;0.728937728937729;0.650499286733238
1;1;0.736842105263158;0.16403162055336;0.67379679144385;0.484536082474227;0.489130434782609;0.679310344827586;0.645569620253165;0.509433962264151;0.413249211356467;0.453924914675768;0.528455284552846;0.476190476190476;0.607703281027104
1;1;0.736842105263158;0.179841897233202;0.663101604278075;0.34020618556701;0.260869565217391;0.506896551724138;0.559071729957806;0.169811320754717;0.593059936908517;0.368600682593857;0.617886178861789;0.769230769230769;0.703994293865906
1;1;0.744736842105263;0.120553359683794;0.486631016042781;0.278350515463918;0.304347826086957;0.689655172413793;0.592827004219409;0.169811320754717;0.454258675078864;0.506825938566553;0.430894308943089;0.835164835164835;0.547075606276747
1;1;0.747368421052631;0.229249011857708;0.770053475935829;0.45360824742268;0.402173913043478;0.679310344827586;0.554852320675106;0.452830188679245;0.425867507886435;0.274744027303754;0.626016260162602;0.78021978021978;0.45435092724679
1;1;0.755263157894737;0.185770750988142;0.406417112299465;0.278350515463918;0.33695652173913;0.731034482758621;0.643459915611814;0.150943396226415;0.545741324921136;0.411262798634812;0.349593495934959;0.754578754578755;0.504279600570613
1;1;0.75;0.227272727272727;0.657754010695187;0.22680412371134;0.33695652173913;0.782758620689655;0.679324894514768;0.0754716981132076;0.406940063091483;0.354095563139932;0.32520325203252;0.838827838827839;0.582738944365193
1;1;0.76578947368421;0.195652173913043;0.486631016042781;0.350515463917526;0.41304347826087;0.655172413793103;0.675105485232067;0.358490566037736;0.526813880126183;0.650170648464164;0.520325203252033;0.67032967032967;0.700427960057061
1;1;0.786842105263158;0.185770750988142;0.454545454545455;0.278350515463918;0.282608695652174;0.575862068965517;0.419831223628692;0.245283018867925;0.495268138801262;0.291808873720136;0.455284552845528;0.84981684981685;0.539942938659059
1;1;0.797368421052632;0.175889328063241;0.491978609625669;0.278350515463918;0.608695652173913;0.696551724137931;0.59704641350211;0.207547169811321;0.533123028391167;0.372866894197952;0.495934959349594;0.893772893772894;0.358059914407989
1;1;0.797368421052632;0.278656126482213;0.668449197860963;0.360824742268041;0.554347826086957;0.558620689655172;0.457805907172996;0.339622641509434;0.264984227129338;0.321672354948805;0.471544715447155;0.846153846153846;0.725392296718973
1;1;0.807894736842105;0.25296442687747;0.556149732620321;0.422680412371134;0.358695652173913;0.610344827586207;0.544303797468354;0.358490566037736;0.621451104100946;0.419795221843003;0.479674796747968;0.542124542124542;0.557774607703281
2;2;0.110526315789474;0.328063241106719;0.566844919786096;0.484536082474227;0.282608695652174;0.662068965517241;0.516877637130802;0.358490566037736;0.44794952681388;0.168088737201365;0.260162601626016;0.776556776556777;0.247503566333809
2;2;0.113157894736842;0.592885375494071;0.245989304812834;0.458762886597938;0.402173913043478;0.758620689655172;0.472573839662447;0.207547169811321;1;0.138225255972696;0.219512195121951;0.564102564102564;0.202567760342368
2;2;0.139473684210527;0.258893280632411;1;0.922680412371134;0.532608695652174;0.758620689655172;1;0.641509433962264;0.460567823343849;0.402730375426621;0.365853658536585;0.886446886446886;0.133380884450785
2;2;0.152631578947368;0.120553359683794;0.716577540106952;0.484536082474227;0.260869565217391;0.606896551724138;0.544303797468354;0.30188679245283;0.65615141955836;0.116894197952218;0.390243902439024;0.728937728937729;0.286733238231098
2;2;0.155263157894737;0.24703557312253;0.491978609625669;0.381443298969072;0.304347826086957;0.703448275862069;0.40506329113924;0.0754716981132076;0.296529968454259;0.168088737201365;0.552845528455285;0.619047619047619;0.0477888730385164
2;2;0.160526315789474;0.260869565217391;0.588235294117647;0.567010309278351;0.152173913043478;0.33448275862069;0.284810126582278;0.660377358490566;0.296529968454259;0.129692832764505;0.422764227642276;0.542124542124542;0.286733238231098
2;2;0.163157894736842;0.183794466403162;0.67379679144385;0.793814432989691;0.195652173913043;0.324137931034483;0.267932489451477;0.509433962264151;0.293375394321767;0.112627986348123;0.715447154471545;0.710622710622711;0.202567760342368
2;2;0.165789473684211;0.225296442687747;0.299465240641711;0.278350515463918;0.293478260869565;0.217241379310345;0.259493670886076;0.39622641509434;0.233438485804416;0.215017064846416;0.609756097560976;0.318681318681319;0.106990014265335
2;2;0.192105263157895;0.383399209486166;0.834224598930481;0.484536082474227;0.358695652173913;0.26551724137931;0.356540084388186;0.886792452830189;0.201892744479495;0.215017064846416;0.609756097560976;0.450549450549451;0.234664764621969
2;2;0.1;0;0.609625668449198;0.536082474226804;0.195652173913043;0.517241379310345;0.352320675105485;0.547169811320755;0.324921135646688;0.15358361774744;0.504065040650407;0.380952380952381;0.111269614835949
2;2;0.205263157894737;0.272727272727273;0.737967914438503;0.561855670103093;0.695652173913043;0.213793103448276;0.137130801687764;0.0188679245283019;0.362776025236593;0.104095563139932;0.382113821138211;0.362637362637363;0.247503566333809
2;2;0.207894736842105;0.144268774703557;0.336898395721925;0.525773195876289;0.173913043478261;0.344827586206897;0.265822784810127;0.320754716981132;0.353312302839117;0.0571672354948806;0.382113821138211;0.754578754578755;0.154778887303852
2;2;0.207894736842105;0.193675889328063;0.27807486631016;0.458762886597938;0.173913043478261;0.524137931034483;0.274261603375527;0.452830188679245;0.318611987381703;0.0665529010238908;0.373983739837398;0.428571428571429;0.0977175463623395
2;2;0.213157894736842;0.0296442687747036;0.6524064171123;0.381443298969072;0.260869565217391;0.420689655172414;0.394514767932489;0.169811320754717;0.61198738170347;0.151023890784983;0.252032520325203;0.663003663003663;0.172610556348074
2;2;0.213157894736842;0.424901185770751;0.46524064171123;0.381443298969072;0.456521739130435;0.255172413793103;0.206751054852321;0.566037735849057;0.170347003154574;0.116894197952218;0.390243902439024;0.457875457875458;0.158345221112696
2;2;0.221052631578947;0.705533596837945;0.550802139037433;0.536082474226804;0.130434782608696;0.648275862068966;0.567510548523207;0.150943396226415;0.788643533123028;0.129692832764505;0.219512195121951;0.868131868131868;0.072753209700428
2;2;0.244736842105263;0.0691699604743083;0.502673796791444;0.536082474226804;0.33695652173913;0.827586206896552;0.379746835443038;0;0.391167192429022;0.164675767918089;0.414634146341463;0.681318681318681;0.433666191155492
2;2;0.255263157894737;0.0355731225296443;0.342245989304813;0.43298969072165;0.173913043478261;0.496551724137931;0.40506329113924;0.320754716981132;0.321766561514196;0.104095563139932;0.731707317073171;0.677655677655678;0
2;2;0.255263157894737;0.152173913043478;0.566844919786096;0.587628865979381;0.173913043478261;0.162068965517241;0.191983122362869;0.69811320754717;0.384858044164038;0.197952218430034;0.463414634146342;0.505494505494506;0.122681883024251
2;2;0.255263157894737;0.531620553359684;0.342245989304813;0.43298969072165;0.184782608695652;0.351724137931035;0.274261603375527;0.452830188679245;0.460567823343849;0;0.365853658536585;0.652014652014652;0.203994293865906
2;2;0.26578947368421;0.703557312252964;0.545454545454545;0.587628865979381;0.108695652173913;0.386206896551724;0.29746835443038;0.547169811320755;0.296529968454259;0.112627986348123;0.252032520325203;0.476190476190476;0.215406562054208
2;2;0.273684210526316;0.280632411067194;0.433155080213904;0.536082474226804;0.16304347826087;0.558620689655172;0.487341772151899;0.452830188679245;0.296529968454259;0.126279863481229;0.308943089430894;0.736263736263736;0.0713266761768902
2;2;0.276315789473684;0.0770750988142292;0.614973262032085;0.690721649484536;0.0869565217391304;0.351724137931035;0.261603375527426;0.509433962264151;0.312302839116719;0.0784982935153584;0.67479674796748;0.531135531135531;0.251069900142653
2;2;0.276315789473684;0.116600790513834;0.502673796791444;0.670103092783505;0;0.420689655172414;0.263713080168776;0.547169811320755;0.305993690851735;0.0392491467576792;0.479674796747968;0.710622710622711;0.247503566333809
2;2;0.276315789473684;0.128458498023715;0.609625668449198;0.61340206185567;0.152173913043478;0.544827586206897;0.411392405063291;0.566037735849057;0.198738170347003;0.138225255972696;0.365853658536585;0.703296703296703;0.0763195435092725
2;2;0.276315789473684;0.215415019762846;0.513368983957219;0.407216494845361;0.119565217391304;0.213793103448276;0.244725738396624;0.735849056603773;0.38801261829653;0.0955631399317406;0.487804878048781;0.366300366300366;0.144079885877318
2;2;0.276315789473684;0.264822134387352;0.181818181818182;0.355670103092784;0.293478260869565;0.431034482758621;0.386075949367089;0.245283018867925;0.312302839116719;0.172354948805461;0.642276422764228;0.619047619047619;0.308131241084165
2;2;0.297368421052632;0.171936758893281;0.508021390374332;0.628865979381443;0.217391304347826;0.275862068965517;0.284810126582278;0.566037735849057;0.362776025236593;0.0998293515358362;0.691056910569106;0.362637362637363;0.154778887303852
2;2;0.2;0.274703557312253;0.759358288770054;0.922680412371134;0.239130434782609;0.396551724137931;0.40084388185654;0.849056603773585;0.425867507886435;0.146757679180887;0.398373983739837;0.428571428571429;0.134094151212553
2;2;0.310526315789474;0.0889328063241107;0.20855614973262;0.319587628865979;0.880434782608696;0.3;0.19831223628692;0.0188679245283019;0.659305993690852;0.133959044368601;0.650406504065041;0.659340659340659;0.313837375178317
2;2;0.313157894736842;0.108695652173913;0.310160427807487;0.43298969072165;0.239130434782609;0.475862068965517;0.358649789029536;0.490566037735849;0.526813880126183;0.121160409556314;0.308943089430894;0.641025641025641;0.0242510699001427
2;2;0.321052631578947;0.195652173913043;0.406417112299465;0.43298969072165;0.108695652173913;0.231034482758621;0.356540084388186;0.452830188679245;0.384858044164038;0.180887372013652;0.422764227642276;0.695970695970696;0.165477888730385
2;2;0.331578947368421;0.132411067193676;0.331550802139037;0.278350515463918;0.16304347826087;0.541379310344828;0.455696202531646;0.30188679245283;0.429022082018927;0.138225255972696;0.609756097560976;0.538461538461539;0.106990014265335
2;2;0.331578947368421;0.171936758893281;0.454545454545455;0.505154639175258;0.358695652173913;0.0413793103448276;0.143459915611814;0.452830188679245;0.331230283911672;0.151023890784983;0.346341463414634;0.201465201465201;0.42225392296719
2;2;0.331578947368421;0.41304347826087;0.459893048128342;0.381443298969072;0.195652173913043;0.506896551724138;0.40295358649789;0.226415094339623;0.498422712933754;0.0742320819112628;0.544715447154471;0.743589743589743;0.00855920114122682
2;2;0.331578947368421;0.480237154150198;0.454545454545455;0.381443298969072;0.195652173913043;0.644827586206897;0.559071729957806;0.60377358490566;0.757097791798107;0.0870307167235495;0.764227642276423;0.571428571428571;0.0912981455064194
2;2;0.342105263157895;0.0494071146245059;0.315508021390374;0.216494845360825;0.717391304347826;0.317241379310345;0.318565400843882;0.415094339622642;0.741324921135647;0.180887372013652;0.471544715447155;0.380952380952381;0.336661911554921
2;2;0.342105263157895;0.0711462450592886;0.491978609625669;0.278350515463918;0.33695652173913;0.368965517241379;0.158227848101266;0.943396226415094;0;0.169795221843003;0.626016260162602;0.146520146520146;0.286733238231098
2;2;0.344736842105263;0.337944664031621;0.588235294117647;0.536082474226804;0.304347826086957;0.544827586206897;0.373417721518987;0.39622641509434;0.28391167192429;0.129692832764505;0.260162601626016;0.772893772893773;0.114122681883024
2;2;0.352631578947368;0.0395256916996048;0;0;0.195652173913043;0.344827586206897;0.0485232067510549;0.283018867924528;0.0031545741324921;0.0571672354948806;0.463414634146342;0.201465201465201;0.172610556348074
2;2;0.352631578947368;0.0652173913043479;0.39572192513369;0.407216494845361;0.195652173913043;0.875862068965517;0.719409282700422;0.207547169811321;0.485804416403786;0.274744027303754;0.455284552845528;0.549450549450549;0.27246790299572
2;2;0.352631578947368;0.0770750988142292;0.427807486631016;0.43298969072165;0.184782608695652;0.868965517241379;0.582278481012658;0.113207547169811;0.460567823343849;0.270477815699659;0.601626016260163;0.586080586080586;0.101283880171184
2;2;0.352631578947368;0.0849802371541502;0.299465240641711;0.463917525773196;0.0869565217391304;0.389655172413793;0.350210970464135;0.264150943396226;0.198738170347003;0.290102389078498;0.520325203252033;0.80952380952381;0.165477888730385
2;2;0.352631578947368;0.0928853754940712;0.641711229946524;0.38659793814433;0.304347826086957;0.496551724137931;0.487341772151899;0.452830188679245;0.526813880126183;0.283276450511945;0.577235772357724;0.377289377289377;0.285306704707561
2;2;0.352631578947368;0.175889328063241;0.502673796791444;0.716494845360825;0.195652173913043;0.427586206896552;0.445147679324895;0.509433962264151;0.470031545741325;0.0716723549488055;0.333333333333333;0.553113553113553;0.0456490727532097
2;2;0.365789473684211;0.171936758893281;0.443850267379679;0.61340206185567;0.41304347826087;0.351724137931035;0.369198312236287;0.39622641509434;0.378548895899054;0.0665529010238908;0.471544715447155;0.619047619047619;0.0477888730385164
2;2;0.365789473684211;0.357707509881423;0.486631016042781;0.587628865979381;0.217391304347826;0.241379310344828;0.316455696202532;1;0.318611987381703;0.121160409556314;0.308943089430894;0.743589743589743;0.0263908701854494
2;2;0.365789473684211;0.729249011857708;0.732620320855615;0.81958762886598;0.347826086956522;0.420689655172414;0.377637130801688;0.566037735849057;0.410094637223975;0.068259385665529;0.357723577235772;0.677655677655678;0.0620542082738944
2;2;0.368421052631579;0.156126482213439;0.497326203208556;0.561855670103093;0.173913043478261;0.606896551724138;0.592827004219409;0.490566037735849;0.429022082018927;0.226962457337884;0.170731707317073;0.575091575091575;0.0527817403708987
3;3;0.307894736842105;0.452569169960474;0.513368983957219;0.43298969072165;0.282608695652174;0.0931034482758621;0.0316455696202531;0.509433962264151;0.100946372239748;0.360068259385665;0.146341463414634;0.205128205128205;0.165477888730385
3;3;0.321052631578947;0.620553359683794;0.449197860962567;0.407216494845361;0.456521739130435;0.137931034482759;0.0928270042194093;0.30188679245283;0.230283911671924;0.591296928327645;0.138211382113821;0.267399267399267;0.411554921540656
3;3;0.321052631578947;0.786561264822134;0.631016042780749;0.536082474226804;0.206521739130435;0.137931034482759;0.0274261603375527;0.754716981132076;0.123028391167192;0.219283276450512;0.219512195121951;0;0.315263908701854
3;3;0.35;0.610671936758893;0.545454545454545;0.536082474226804;0.195652173913043;0.455172413793103;0.122362869198312;0.69811320754717;0.198738170347003;0.543515358361775;0.0650406504065041;0.113553113553114;0.172610556348074
3;3;0.373684210526316;0.452569169960474;0.684491978609626;0.845360824742268;0.293478260869565;0.317241379310345;0.0506329113924051;0.943396226415094;0.230283911671924;0.530716723549488;0.154471544715447;0.168498168498168;0.429386590584879
3;3;0.389473684210526;0.0988142292490119;0.475935828877005;0.355670103092784;0.16304347826087;0.351724137931035;0.0506329113924051;0.886792452830189;0.264984227129338;0.35580204778157;0.219512195121951;0.0879120879120879;0.265335235378031
3;3;0.394736842105263;0.942687747035573;0.684491978609626;0.742268041237113;0.282608695652174;0.279310344827586;0.0548523206751055;0.943396226415094;0.217665615141956;0.31740614334471;0.276422764227642;0.153846153846154;0.16904422253923
3;3;0.407894736842105;0.108695652173913;0.39572192513369;0.484536082474227;0.358695652173913;0.172413793103448;0.0506329113924051;0.754716981132076;0.312302839116719;0.539249146757679;0.0813008130081301;0.102564102564103;0.258202567760342
3;3;0.413157894736842;0.339920948616601;0.449197860962567;0.407216494845361;0.260869565217391;0.220689655172414;0.0675105485232067;0.943396226415094;0.167192429022082;0.496587030716723;0.203252032520325;0.113553113553114;0.297432239657632
3;3;0.439473684210526;0.555335968379447;0.53475935828877;0.561855670103093;0.391304347826087;0.248275862068966;0.181434599156118;0.0754716981132076;0.135646687697161;0.31740614334471;0.24390243902439;0.00732600732600733;0.229671897289586
3;3;0.457894736842105;0.326086956521739;0.491978609625669;0.458762886597938;0.173913043478261;0.141379310344828;0.0358649789029536;0.660377358490566;0.0725552050473186;0.735494795221843;0.0731707317073171;0.131868131868132;0.136947218259629
3;3;0.463157894736842;0.381422924901186;0.598930481283422;0.587628865979381;0.456521739130435;0.172413793103448;0.215189873417721;0.207547169811321;0.26813880126183;0.812286689419795;0;0.0732600732600733;0.144079885877318
3;3;0.468421052631579;0.310276679841897;0.556149732620321;0.690721649484536;0.304347826086957;0.0586206896551724;0.158227848101266;0.264150943396226;0.132492113564669;0.377133105802048;0.146341463414634;0.0329670329670329;0.20114122681883
3;3;0.471052631578947;0.519762845849802;0.502673796791444;0.458762886597938;0.195652173913043;0.172413793103448;0.0675105485232067;0.509433962264151;0.176656151419558;0.766211604095563;0.195121951219512;0.175824175824176;0.290299572039943
3;3;0.476315789473684;0.438735177865613;0.668449197860963;0.690721649484536;0.33695652173913;0.462068965517241;0.0548523206751055;0.754716981132076;0.126182965299685;0.310580204778157;0.333333333333333;0.322344322344322;0.222539229671897
3;3;0.478947368421053;0.5;0.6524064171123;0.587628865979381;0.391304347826087;0.231034482758621;0.0548523206751055;0.886792452830189;0.173501577287066;0.366894197952218;0.317073170731707;0.307692307692308;0.208273894436519
3;3;0.481578947368421;0.120553359683794;0.513368983957219;0.381443298969072;0.565217391304348;0.182758620689655;0.191983122362869;0.150943396226415;0.167192429022082;0.24061433447099;0.227642276422764;0.00732600732600733;0.251069900142653
3;3;0.484210526315789;0.764822134387352;0.598930481283422;0.561855670103093;0.173913043478261;0.248275862068966;0.0654008438818565;0.641509433962264;0.141955835962145;0.543515358361775;0.0487804878048781;0.216117216117216;0.247503566333809
3;3;0.486842105263158;0.444664031620553;0.556149732620321;0.484536082474227;0.369565217391304;0.110344827586207;0.185654008438819;0.207547169811321;0.132492113564669;0.351535836177474;0.211382113821138;0.0549450549450549;0.179743223965763
3;3;0.507894736842106;0.535573122529644;0.529411764705882;0.407216494845361;0.391304347826087;0.141379310344828;0.0759493670886076;0.509433962264151;0.167192429022082;0.341296928327645;0.16260162601626;0.175824175824176;0.283166904422254
3;3;0.539473684210526;0.624505928853755;0.53475935828877;0.561855670103093;0.467391304347826;0.148275862068966;0.221518987341772;0.39622641509434;0.230283911671924;0.69283276450512;0.0731707317073171;0.021978021978022;0.194008559201141
3;3;0.547368421052632;0.229249011857708;0.74331550802139;0.768041237113402;0.5;0.420689655172414;0.19831223628692;0.245283018867925;0.362776025236593;0.496587030716723;0.105691056910569;0.021978021978022;0.104850213980029
3;3;0.560526315789474;0.559288537549407;0.422459893048128;0.536082474226804;0.347826086956522;0.179310344827586;0.0443037974683544;0.566037735849057;0.280757097791798;0.232081911262799;0.0975609756097562;0.15018315018315;0.393723252496434
3;3;0.563157894736842;0.365612648221344;0.540106951871658;0.484536082474227;0.543478260869565;0.231034482758621;0.0717299578059072;0.754716981132076;0.331230283911672;0.684300341296928;0.0975609756097562;0.128205128205128;0.400855920114123
3;3;0.563157894736842;0.879446640316206;0.513368983957219;0.587628865979381;0.25;0.262068965517241;0.0611814345991561;0.90566037735849;0.359621451104101;0.564846416382253;0.0975609756097562;0.0769230769230769;0.318830242510699
3;3;0.578947368421053;0.505928853754941;0.491978609625669;0.407216494845361;0.304347826086957;0.282758620689655;0.10337552742616;0.90566037735849;0.460567823343849;0.78839590443686;0.0650406504065041;0.0879120879120879;0.283166904422254
3;3;0.589473684210526;0.699604743083004;0.481283422459893;0.484536082474227;0.543478260869565;0.210344827586207;0.0738396624472574;0.566037735849057;0.296529968454259;0.761092150170648;0.0894308943089431;0.106227106227106;0.397289586305278
3;3;0.5;0.409090909090909;0.716577540106952;0.536082474226804;0.282608695652174;0.193103448275862;0.0337552742616034;0.754716981132076;0.107255520504732;0.283276450511945;0.235772357723577;0.380952380952381;0.229671897289586
3;3;0.602631578947369;0.494071146245059;0.545454545454545;0.561855670103093;0.239130434782609;0.327586206896552;0.0886075949367089;0.60377358490566;0.264984227129338;0.609215017064846;0.0569105691056911;0.128205128205128;0.265335235378031
3;3;0.613157894736842;0.359683794466403;0.529411764705882;0.484536082474227;0.206521739130435;0.144827586206897;0.0337552742616034;0.452830188679245;0.0725552050473186;0.368600682593857;0.178861788617886;0.43956043956044;0.358059914407989
3;3;0.623684210526316;0.626482213438735;0.598930481283422;0.639175257731959;0.347826086956522;0.282758620689655;0.0864978902953586;0.566037735849057;0.315457413249211;0.513651877133106;0.178861788617886;0.106227106227106;0.336661911554921
3;3;0.623684210526316;0.762845849802371;0.802139037433155;0.742268041237113;0.456521739130435;0.344827586206897;0.130801687763713;0.264150943396226;0.220820189274448;0.616040955631399;0.154471544715447;0.238095238095238;0.251069900142653
3;3;0.636842105263158;0.58498023715415;0.663101604278075;0.639175257731959;0.445652173913043;0.248275862068966;0.122362869198312;0.566037735849057;0.331230283911672;0.802047781569966;0.300813008130081;0.106227106227106;0.297432239657632
3;3;0.644736842105263;0.183794466403162;0.684491978609626;0.61340206185567;0.206521739130435;0.558620689655172;0.160337552742616;0.735849056603773;0.593059936908517;0.893344709897611;0.0731707317073171;0.186813186813187;0.243937232524964
